compost 57.4382 1 4610 2 22048.728813 20533.6455072
compost 54.3921 1 4500 2 22048.788826 20550.6455072
compost 57.3490 1 4500 2 22048.788823 20593.6455072
metal 9.8871 0 26715 2 22049.1666302 20131.4789194
metal 10.2374 0 30498 2 22049.6156605 19922.597629
metal 9.9913 0 29498 3 22049.9136405 19929.593649
plastic 20.827 0 18247 1 22049.7330921 20356.614401
plastic 22.317 0 18347 1 22049.8347293 20356.374839
metal 10.7914256391 0 30524 1 22048.6408861 19914.3470752
metal 10.8301455495 0 24970 2 22049.4109668 19910.5045181
metal 10.7813957828 0 30461 1 22049.9221453 19825.6530152
plastic 18.5319089382 0 12897 2 22049.2747086 20583.7399296
plastic 19.5894756484 1 13930 0 22048.3173119 20737.1595838
plastic 19.2472942713 0 16114 1 22049.2003231 20607.9151036
plastic 18.3586023512 0 15610 0 22049.1515481 20945.7894523
plastic 19.4945418921 0 14277 1 22050.1954125 20423.6794075
metal 10.8201156932 0 28109 3 22048.2781503 19857.1387665
metal 9.8703116253 0 16952 1 22049.3298462 19963.4996935
metal 10.6727001306 0 19266 1 22048.174393 19955.5821546
metal 10.606223176 0 17223 2 22049.921519 20051.2842885
metal 9.81409777944 0 30437 1 22050.1859902 20015.5759805
plastic 17.1006717671 0 13416 1 22048.1273783 20259.0422948
compost 62.0827113267 1 2461 1 22044.5419528 20207.0649561
compost 57.9884306774 1 2956 1 22048.042543 20301.8718164
compost 59.5988057473 1 2390 1 22043.4675897 20314.7515829
compost 60.8215152081 1 1938 1 22037.6875486 20143.22395
metal 10.6883280463 0 15371 4 22049.2482065 20017.1203348
plastic 21.6029109909 0 24435 1 22049.5709734 20682.0496794
plastic 23.9809199478 0 21891 1 22048.2376704 20317.9611863
plastic 24.0324687442 0 20091 2 22048.9532154 20599.0394998
plastic 23.9044131368 0 21229 1 22049.2602139 20634.2392584
plastic 24.1677551782 0 30387 1 22049.3667388 20382.1718757
metal 10.9591341668 0 21940 3 22049.2231818 20033.014402
compost 59.0499626796 0 2409 0 22044.1088933 20554.177014
plastic 59.5589195745 0 32767 0 22049.3518446 21010.2787739
plastic 37.999626796 0 31387 0 22050.2738156 20615.3732863
metal -4.2279343161 0 30552 1 22050.1813196 18854.2707917
plastic 1.02444485912 0 30912 2 22050.0101126 18782.1842649
plastic 3.50671767121 0 30205 3 22049.9703717 19110.8710315
plastic 5.22112334391 0 32767 3 22049.9592878 20207.2199528
plastic 1.79767680537 0 30705 2 22049.6235561 19030.7039994
plastic 28.2149188281 0 32581 0 22050.2804726 20425.2254627
metal 4.05556073894 0 32767 2 22050.1601617 19760.4020315
metal 1.58331778317 1 20842 3 22047.5020987 19576.0389563
plastic 6.39858182497 0 31648 1 22050.293239885646 20222.332419121394
plastic 29.2475275238 1 32767 1 22050.326369859336 20031.645583798083
plastic 25.2472476208 1 31749 2 22049.8651019074 20094.02076912347
plastic 39.0355010263 1 32767 0 22050.332718014055 20781.806435974082
plastic 43.7719257324 1 32157 0 22050.191495570376 20740.723556092507
metal 1.73889718231 1 30459 1 22049.17822404829 18607.9595764902
metal -6.08229147229 1 30544 3 22049.356399910816 19640.538173537414
metal -10.7531722336 1 19689 6 22048.89523493357 20051.786078877794
metal -11.1557660011 1 30864 1 22050.286245935422 19283.157818250365
metal 14.2437954842 0 31569 2 22049.54311182155 19774.06219601753
metal 18.6835230453 0 31427 1 22050.178329410406 19894.485055047935
metal 17.7523791752 0 31179 2 22049.795028545523 20108.24140308466
metal -1.24090315357 0 30889 4 22049.767255717947 18532.91105106676
metal -2.82632020899 0 31893 1 22049.875349863538 18440.8709683412
metal 3.43860794924 0 32767 3 22050.126712014637 19567.683671100505
plastic 5.73987684269 0 32310 2 22049.408753117732 19999.351178583227
